genes	logFC	FDR	fact	stage	dnds	avr_exp	avr_exp_f	avr_exp_m
TCM_03148	0.178688808	0.815793216	Not DE	hatch	0.1291	51.51196659	60.62934518	55.07379543
TCM_03149	0.016099307	0.994169171	Not DE	hatch	0.1602	233.1523082	217.5874107	219.545
TCM_03150	-0.486807852	0.701409191	Not DE	hatch	0.1359	4.361669469	5.222090575	7.401275819
TCM_03151	-0.522659781	0.786011497	Not DE	hatch	NA	5.508971173	4.93725953	7.35382347
TCM_03152	-0.589229903	0.665440658	Not DE	hatch	NA	9.203168886	9.269952686	14.15322793
TCM_03156	-0.175761989	0.919013644	Not DE	hatch	0.082	3.407389245	6.566647935	7.453740083
TCM_03157	0.097077005	0.913270339	Not DE	hatch	NA	55.80625581	61.59541996	58.31061877
TCM_03158	-0.455489494	0.659068561	Not DE	hatch	NA	4.870121419	5.676098016	8.004023643
TCM_03159	-0.157945053	0.891352808	Not DE	hatch	0.4454	35.19557288	34.43055309	39.57476723
TCM_03160	-0.350579765	0.743265607	Not DE	hatch	0.001	42.95072864	42.95050616	56.97663334
TCM_03161	0.315261043	0.753217537	Not DE	hatch	0.2566	27.49437919	26.44498559	21.48712862
TCM_03162	0.684375629	0.659863032	Not DE	hatch	0.3128	8.860434674	4.576949845	2.858048636
TCM_03163	0.536712726	0.630376321	Not DE	hatch	NA	138.1145854	219.9096622	153.8787319
TCM_03164	0.482126906	0.713484274	Not DE	hatch	NA	8.954220421	14.54103981	10.67948268
TCM_03165	-0.119545679	0.962899748	Not DE	hatch	NA	7.631487722	5.004188539	5.46065177
TCM_03166	-0.015056691	0.995052869	Not DE	hatch	NA	63.24043025	73.23425192	74.56510727
TCM_03167	-0.011123148	0.996357127	Not DE	hatch	0.0566	774.8849756	807.6015756	833.3160105
TCM_03168	-0.271053801	0.77988398	Not DE	hatch	NA	170.0313707	187.1013038	232.37231
TCM_03169	-0.073571999	0.95330964	Not DE	hatch	0.107	8.412260013	9.678854264	10.42680962
TCM_03170	-0.297584406	0.840250029	Not DE	hatch	0.4879	2.98898673	3.90701399	4.888091298
TCM_03171	-0.535316116	0.753217537	Not DE	hatch	0.001	6.593388935	7.44427921	11.28702513
TCM_03172	0.403655076	0.732787342	Not DE	hatch	0.3814	5.646742993	4.691520775	3.586267608
TCM_03173	-0.005429214	0.997737078	Not DE	hatch	0.0221	1706.63756	1981.286231	2072.859093
TCM_03174	0.189910642	0.860660744	Not DE	hatch	NA	348.0163492	355.1030867	319.0318596
TCM_03175	0.043348738	0.967644328	Not DE	hatch	1.3544	34.93930489	35.93690703	35.61085811
TCM_03176	-0.03388335	0.991237463	Not DE	hatch	NA	3.20907008	4.591716493	4.824924745
TCM_03177	0.196103249	0.850747289	Not DE	hatch	0.0745	82.92929238	130.8952973	118.3231573
TCM_03178	0.279552062	0.8373732	Not DE	hatch	NA	9.88006668	9.369793733	7.726774471
TCM_03179	0.2798199	0.762597062	Not DE	hatch	0.5236	16.83305299	13.99374089	11.90582794
TCM_03180	-0.621502399	0.722371255	Not DE	hatch	NA	1.488763758	2.13812978	3.356276056
TCM_03181	-0.017330857	0.993928216	Not DE	hatch	0.077	156.7740969	264.1220628	272.121952
TCM_03182	-0.466702187	0.950319955	Not DE	hatch	NA	4.09434795	1.296629604	1.950725076
TCM_03184	1.005520207	0.713484274	Not DE	hatch	NA	25.42619301	0.721633889	0.359259699
TCM_03185	-0.307835955	0.849048945	Not DE	hatch	NA	4.027108753	5.182714444	6.500400072
TCM_03186	-0.574289946	0.722372028	Not DE	hatch	1.0193	9.75270108	8.265962087	12.10777147
TCM_03187	0.534775103	0.708685593	Not DE	hatch	0.193	28.50690951	19.20432081	13.71825711
TCM_03188	0.324486196	0.726135602	Not DE	hatch	0.2115	15.32487513	20.44301954	16.46227322
TCM_03190	-0.003876413	0.999035838	Not DE	hatch	0.1975	0.364632205	0.371894393	0.389032267
TCM_03191	0.128835108	0.961833182	Not DE	hatch	0.1748	1.927699302	2.642048959	2.350516563
TCM_03192	0.281659912	0.762597062	Not DE	hatch	0.001	444.347835	568.7466221	470.7137537
TCM_03193	-0.053219268	0.971209578	Not DE	hatch	0.2328	21.33517004	14.33561417	15.38604971
TCM_03194	0.217025867	0.941997337	Not DE	hatch	0.167	6.723832051	0.93505039	0.841646941
TCM_03195	0.466198474	0.640034592	Not DE	hatch	0.1993	142.5245166	133.9549264	98.75872138
TCM_03196	0.267312933	0.838462867	Not DE	hatch	0.2109	8.217511867	6.225621055	5.175951332
TCM_03197	-0.056132648	0.958649396	Not DE	hatch	0.2494	15.92923358	13.17749176	14.05435316
TCM_03198	-0.458710807	0.721557566	Not DE	hatch	0.0609	20.24146505	29.45557865	41.41330855
TCM_03200	-0.091514501	0.966926887	Not DE	hatch	NA	1.885601466	0.928799758	0.982880851
TCM_03201	-0.391762694	0.896564547	Not DE	hatch	NA	446.8327105	332.2957254	466.2203732
TCM_03202	-0.301952713	0.892619356	Not DE	hatch	0.3269	382.8056013	435.7352759	568.1253899
TCM_03203	-0.294705721	0.825336417	Not DE	hatch	NA	30.35668899	48.16124389	59.46695574
TCM_03204	-0.815411679	0.653502201	Not DE	hatch	0.0545	11.04851899	15.03313901	26.17032016
TCM_03205	0.007086042	0.996952053	Not DE	hatch	0.1524	101.5600366	108.6688692	110.1255145
TCM_03207	-0.251326871	0.903589433	Not DE	hatch	0.0892	5.149459405	6.5590241	8.091030142
TCM_03208	0.078253786	0.955741661	Not DE	hatch	0.2054	11.93205951	20.16731914	19.50770325
TCM_03209	-0.354093158	0.797671344	Not DE	hatch	NA	12.57868927	13.580928	17.42970452
TCM_03210	-0.206017069	0.900822541	Not DE	hatch	NA	5.337968266	5.066405018	5.894177033
TCM_03211	-0.329352173	0.786011497	Not DE	hatch	0.001	29.19858556	27.35674792	35.66623635
TCM_03212	-0.145071547	0.893502032	Not DE	hatch	0.3549	83.59667198	84.79879558	94.94766458
TCM_03213	0.312315763	0.762597062	Not DE	hatch	NA	59.1130325	54.65267265	45.74285237
TCM_03214	-0.297681453	0.787717921	Not DE	hatch	NA	27.01999706	12.46667323	15.95618062
TCM_03215	-0.251733032	0.88155272	Not DE	hatch	0.6003	112.6059075	14.45697266	17.87086983
TCM_03216	-0.638188875	0.754056769	Not DE	hatch	NA	9.470080213	5.234926285	8.39373155
TCM_03217	1.266431485	0.702553706	Not DE	hatch	0.0916	108.128513	24.24763506	10.99102589
TCM_03218	-0.277703056	0.879265522	Not DE	hatch	NA	1.293770478	0.895229457	1.093681465
TCM_03219	-0.135959146	0.90908273	Not DE	hatch	NA	58.15553275	47.18366831	53.55407277
TCM_03220	-0.045149848	0.983127792	Not DE	hatch	NA	9.593298236	8.290822947	8.898854997
TCM_03221	-0.137842429	0.899682459	Not DE	hatch	0.0898	250.8697729	238.8964674	272.2921379
TCM_03222	-0.784433228	0.620376429	Not DE	hatch	NA	3.998784029	4.785179484	8.497049647
TCM_03223	-0.222858187	0.869602256	Not DE	hatch	1.0349	2769.589939	3155.666159	3842.093469
TCM_03224	-0.125627985	0.927593516	Not DE	hatch	NA	564.2656511	669.2911753	753.6975701
TCM_03225	-0.117471174	0.924797791	Not DE	hatch	NA	2472.988136	2911.768737	3287.029357
TCM_03226	0.456273086	0.838462867	Not DE	hatch	NA	155.0469527	126.8910137	99.88813771
TCM_03227	-0.187693677	0.878357143	Not DE	hatch	NA	10.65564018	22.4927004	26.43607781
TCM_03229	-0.897543503	0.640034592	Not DE	hatch	0.4235	0.501247502	0.620930792	1.194389576
TCM_03230	-0.109543455	0.903589433	Not DE	hatch	NA	28.65890467	40.60606276	44.51746803
TCM_03231	-0.084746952	0.943088197	Not DE	hatch	0.0437	117.0725707	122.9152331	133.062583
TCM_03232	-0.39962372	0.762597062	Not DE	hatch	NA	7.275286966	5.846668901	7.892756187
TCM_03233	0.354303432	0.751568445	Not DE	hatch	NA	26.60608657	29.33541311	23.20552096
TCM_03234	0.173671105	0.849048945	Not DE	hatch	0.001	27.83339478	22.59966869	20.42718763
TCM_03235	0.02680147	0.996586107	Not DE	hatch	0.1585	109.5342431	30.17343152	32.01043323
TCM_03236	0.03554933	0.989146413	Not DE	hatch	0.001	8.957422106	18.17751985	18.01869294
TCM_03237	-0.581448772	0.640034592	Not DE	hatch	0.2292	29.72282964	19.43259287	29.65446306
TCM_03238	-0.420652504	0.785178341	Not DE	hatch	NA	6.633541176	3.182824294	4.328743207
TCM_03239	-0.092398246	0.95330964	Not DE	hatch	NA	6.495438605	11.2451299	12.31432803
TCM_03240	0.505284808	0.726135602	Not DE	hatch	0.3237	226.7212374	196.7071705	143.313576
TCM_03241	0.085440534	0.95330964	Not DE	hatch	NA	27.17548811	28.58062325	27.52045388
TCM_03242	-0.371293991	0.802703836	Not DE	hatch	NA	100.2871791	65.31826825	88.30976878
TCM_03243	-0.507247514	0.785178341	Not DE	hatch	NA	57.02028233	34.27947053	51.41391956
TCM_03244	-0.364621973	0.713564941	Not DE	hatch	0.034	4.201826826	4.997763605	6.567161538
TCM_03245	-0.352651031	0.870420324	Not DE	hatch	0.001	5.419808944	6.010629656	7.63404975
TCM_03246	0.376509965	0.712636403	Not DE	hatch	0.0846	54.93376175	76.50267172	60.13563241
TCM_03247	-0.692297937	0.619818234	Not DE	hatch	0.0136	13.63256229	23.6661956	38.67730826
TCM_03248	-0.852097219	0.640034592	Not DE	hatch	NA	1.746111604	2.861679885	5.228685314
TCM_03249	-0.718906122	0.730129201	Not DE	hatch	NA	0.314393955	0.570351346	0.94565454
TCM_03250	-0.717879045	0.706518144	Not DE	hatch	0.001	1.074178227	1.863650949	3.019468111
TCM_03252	-0.484502158	0.724532517	Not DE	hatch	NA	34.33912544	48.55998088	69.75932711
TCM_03253	-0.17848713	0.909207433	Not DE	hatch	NA	120.3848815	184.1401138	214.3147196
TCM_03254	0.226700318	0.913270339	Not DE	hatch	0.1577	25.90954425	39.38418762	34.91885633
TCM_03255	-0.160613312	0.852777981	Not DE	hatch	0.0692	47.18825574	33.35219968	38.13190124
TCM_03257	-0.075432986	0.95330964	Not DE	hatch	0.001	6.122578293	5.391042283	5.797337405
TCM_03258	0.116768849	0.94201121	Not DE	hatch	0.1078	123.9766362	154.2985398	145.544358
TCM_03259	0.204116869	0.937927189	Not DE	hatch	0.0464	7.304341854	14.07450722	12.51218595
TCM_03260	0.063985606	0.968794099	Not DE	hatch	NA	133.8049889	225.2932162	219.28247
TCM_03261	-0.308567449	0.844406554	Not DE	hatch	NA	7.609618568	3.643531058	4.652121507
TCM_03262	-0.042493001	0.979872732	Not DE	hatch	0.1074	83.59346211	90.39901221	94.95557651
TCM_03263	-0.316776373	0.858726767	Not DE	hatch	NA	3.005749238	3.474734435	4.438492623
TCM_03264	0.197434975	0.842431568	Not DE	hatch	0.5954	50.22811252	43.63852946	38.7032635
TCM_03265	-0.334371358	0.762597062	Not DE	hatch	0.1531	5.597244116	9.721266371	12.44286698
TCM_03266	-0.225214991	0.924797791	Not DE	hatch	NA	1.159603211	2.104894326	2.561217233
TCM_03267	0.345907779	0.842431568	Not DE	hatch	0.0408	16.2465753	18.6147337	14.70110834
TCM_03268	-0.080826353	0.97112975	Not DE	hatch	NA	2.757912296	3.984860756	4.359323975
TCM_03269	-0.511483294	0.790973436	Not DE	hatch	NA	0.530200673	0.541417013	0.771214054
TCM_03270	0.165415806	0.913254546	Not DE	hatch	0.1277	1.813658093	2.461763373	2.210077364
TCM_03271	0.027548543	0.991142419	Not DE	hatch	0.5116	10.46785076	13.06920942	12.93515214
TCM_03272	-0.11827322	0.917608112	Not DE	hatch	0.1767	27.10621434	19.47100973	21.61851952
TCM_03273	0.137932948	0.927554207	Not DE	hatch	0.3166	5.28379019	5.218072074	4.750553276
TCM_03274	0.783716041	0.601850416	Not DE	hatch	NA	56.27392467	85.29590764	50.55026598
TCM_03275	0.25945947	0.824950823	Not DE	hatch	0.6511	85.30117999	83.12282026	69.95822344
TCM_03276	0.036595688	0.9742559	Not DE	hatch	0.3194	48.74232542	68.20044266	66.95203335
TCM_03277	-0.187599547	0.905857138	Not DE	hatch	0.086	43.25490987	50.27072121	59.27806442
TCM_03279	0.732776853	0.748946695	Not DE	hatch	0.037	1.338167845	2.302563824	1.452320841
TCM_03280	-0.462502978	0.640034592	Not DE	hatch	0.0357	24.81523266	26.95120548	37.98377334
TCM_03281	-0.331922297	0.778821442	Not DE	hatch	99	25.06927735	43.0325497	54.33501212
TCM_03282	0.155731453	0.888442263	Not DE	hatch	0.3225	36.31348201	36.61252196	33.20462616
TCM_03283	0.351797685	0.665440658	Not DE	hatch	0.0554	15.10429696	16.42128402	13.32289625
TCM_03284	0.278091421	0.762597062	Not DE	hatch	0.0143	24.47327843	22.37072316	19.07487795
TCM_03285	-0.108709933	0.924797791	Not DE	hatch	0.4493	39.94799177	53.87600303	60.98578677
TCM_03286	0.340019727	0.762597062	Not DE	hatch	0.0506	96.13277403	188.5243617	154.6814345
TCM_03287	0.112972201	0.975464171	Not DE	hatch	NA	0.700567483	0.929374767	0.87926407
TCM_03288	-0.354959231	0.809901203	Not DE	hatch	0.3558	308.8404023	480.476958	627.3891344
TCM_03289	0.25637967	0.95330964	Not DE	hatch	NA	7.504473688	9.370770366	7.64242053
TCM_03290	-0.707259032	0.721557566	Not DE	hatch	0.3911	4.80306372	3.49432556	5.981590469
TCM_03291	-0.05777989	0.989260289	Not DE	hatch	0.0735	1.963980249	0.790331649	0.835430184
TCM_03293	-0.250881299	0.825293935	Not DE	hatch	NA	3.951157448	4.254329017	5.172894579
TCM_03294	-0.366271239	0.849048945	Not DE	hatch	0.1244	72.43336344	59.31327167	80.13202963
TCM_03298	0.394271343	0.864716761	Not DE	hatch	NA	2.287210737	1.129165933	0.843446932
TCM_03300	-0.064736832	0.972505564	Not DE	hatch	NA	10.34122351	14.2944251	14.86237933
TCM_03301	0.053235632	0.961516073	Not DE	hatch	0.1271	29.76067689	30.1941609	29.7943145
TCM_03302	-0.008760903	0.996357127	Not DE	hatch	0.5513	46.40350137	33.35198762	34.32823625
TCM_03303	0.387601255	0.71331305	Not DE	hatch	NA	21.73437413	17.03368477	13.1451969
TCM_03304	0.183639592	0.860836735	Not DE	hatch	0.0304	21.77585889	25.68197352	23.25077522
TCM_03305	0.342283548	0.707984048	Not DE	hatch	NA	36.39133238	33.40274071	26.65946535
TCM_03306	0.069694231	0.948394133	Not DE	hatch	NA	29.51213593	23.70151798	23.06015469
TCM_03307	-0.11046682	0.924797791	Not DE	hatch	0.5631	70.22084385	63.28289424	68.69133984
TCM_03308	-0.606356211	0.695428436	Not DE	hatch	0.0544	5.100106148	5.21948733	7.988900395
TCM_03309	-0.005272041	0.998989344	Not DE	hatch	NA	2.570701908	1.990887314	2.092790721
TCM_03310	-0.008905571	0.996586107	Not DE	hatch	0.001	11.76712728	9.821489692	10.00846332
TCM_03311	0.362425593	0.765854193	Not DE	hatch	0.3385	18.70808965	23.20440122	18.49853124
TCM_03312	0.006741338	0.997694142	Not DE	hatch	0.1185	5.394888161	10.38477306	10.67073578
TCM_03313	-0.010168139	0.996357127	Not DE	hatch	0.1351	8.437997446	12.71787767	13.29839256
TCM_03314	0.000614716	0.999434058	Not DE	hatch	NA	2.32456822	3.460773914	3.594371805
TCM_03315	-0.261349291	0.878357143	Not DE	hatch	0.3769	5.348053089	6.947339544	8.559301807
TCM_03316	0.13158248	0.935113191	Not DE	hatch	0.0816	184.5127203	181.3641046	169.1471365
TCM_03317	-0.216059803	0.876582892	Not DE	hatch	0.2019	5.78541805	5.848708929	6.939025997
TCM_03318	0.110494688	0.897456306	Not DE	hatch	0.0863	206.5724869	237.681938	224.8383785
TCM_03319	0.321516159	0.712636403	Not DE	hatch	0.1559	74.32410683	100.0157587	82.74144648
TCM_03320	0.073603484	0.962796695	Not DE	hatch	NA	32.01480904	28.33657514	28.51341587
TCM_03321	0.222628818	0.753217537	Not DE	hatch	0.0799	152.3971967	181.4912633	158.30685
TCM_03322	-0.358083579	0.838327088	Not DE	hatch	NA	5.153718997	7.676156375	9.767902211
TCM_03323	-0.159362814	0.893011435	Not DE	hatch	0.0874	99.37130474	71.41206605	79.64142416
TCM_03324	0.025378324	0.990993674	Not DE	hatch	NA	14.0354627	22.9278929	22.81114158
TCM_03325	0.385254829	0.825293935	Not DE	hatch	NA	1.479917724	1.229452622	0.960018029
TCM_03326	0.127749395	0.912916727	Not DE	hatch	NA	32.56758317	23.14236852	21.43701585
TCM_03327	0.31286994	0.686724759	Not DE	hatch	0.0444	85.86228822	78.25238661	64.11377799
TCM_03328	-0.007301757	0.997737078	Not DE	hatch	0.6897	133.9595588	10.77956594	11.53910748
TCM_03329	0.137035222	0.864077855	Not DE	hatch	0.5196	83.96914869	98.14121942	91.27281696
TCM_03330	0.135279405	0.929800565	Not DE	hatch	NA	109.1186229	198.0980123	181.6500428
TCM_03331	0.101375557	0.941865162	Not DE	hatch	0.001	36.51515921	47.91870233	46.44529618
TCM_03332	-0.07841724	0.966922146	Not DE	hatch	NA	30.07731714	51.31587808	54.87764231
TCM_03333	-0.039863636	0.989146413	Not DE	hatch	NA	11.33085435	20.85182826	21.97097146
TCM_03334	-0.587629632	0.775363247	Not DE	hatch	0.1038	22.55766567	8.579848252	13.64949412
TCM_03335	-0.240784416	0.773597367	Not DE	hatch	0.0862	35.34194476	29.75394292	35.30291756
TCM_03336	0.066027266	0.958649396	Not DE	hatch	0.001	27.74650644	24.2487711	23.8494177
TCM_03337	0.219419841	0.793204825	Not DE	hatch	0.1368	71.58262839	83.67681799	73.39538289
TCM_03338	0.07499063	0.946892416	Not DE	hatch	0.0932	10.32183338	11.58307441	11.23820727
TCM_03339	0.031149885	0.991204924	Not DE	hatch	0.0524	5.040004493	5.210236785	5.274651007
TCM_03340	-0.290839549	0.868944132	Not DE	hatch	0.001	7.968451947	14.9277173	18.64204324
TCM_03341	0.129980403	0.952918706	Not DE	hatch	NA	95.26113964	110.5551379	101.1749655
TCM_03342	-0.311898507	0.753217537	Not DE	hatch	NA	26.38796871	28.73280618	36.33369886
TCM_03343	-0.362753827	0.853203256	Not DE	hatch	0.1736	10.72558026	11.11395133	14.06330775
TCM_03344	-0.144053218	0.946708503	Not DE	hatch	NA	0.384596171	0.592912166	0.671420993
TCM_03345	0.20204689	0.892619356	Not DE	hatch	0.0204	40.25225956	55.69978917	49.43730763
TCM_03346	0.050439171	0.967644328	Not DE	hatch	0.001	186.5308291	133.6803138	130.6401647
TCM_03347	-0.014602293	0.994430436	Not DE	hatch	0.1168	46.64069083	63.8863118	66.26612475
TCM_03348	0.061398512	0.974091237	Not DE	hatch	0.0432	427.169528	612.4305944	603.3326159
TCM_03349	0.078764844	0.954924802	Not DE	hatch	0.4901	34.59132197	34.39352922	33.61234324
TCM_03350	-0.174444089	0.905857138	Not DE	hatch	0.0168	6.891936901	7.271873124	8.339813805
TCM_03351	0.114751804	0.962686392	Not DE	hatch	0.2616	13.4722144	18.27133585	17.22143264
TCM_03353	-0.222133921	0.86062508	Not DE	hatch	0.1352	3.749237794	5.315332861	6.368094676
TCM_03354	-0.873261113	0.630376321	Not DE	hatch	0.001	1.17105927	1.695448556	3.196069009
TCM_03355	0.096914365	0.966922146	Not DE	hatch	NA	153.3534154	11.28109593	11.03587838
TCM_03356	-0.239034561	0.878961224	Not DE	hatch	0.0356	226.8625305	185.8635928	224.2128016
TCM_03357	0.520985385	0.524875547	Not DE	hatch	0.2518	35.19641034	42.21999891	30.19893887
TCM_03358	0.225597465	0.778821442	Not DE	hatch	NA	60.37646166	38.64043711	33.49109787
TCM_03359	0.16212858	0.881397622	Not DE	hatch	0.2719	49.24642219	50.02345964	44.88057295
TCM_03360	0.707168306	0.665440658	Not DE	hatch	NA	5.013997272	5.494516633	3.353439322
TCM_03361	-0.048166852	0.9940157	Not DE	hatch	0.2462	5053.862826	3492.711728	3867.956405
TCM_03362	0.857217039	0.778821442	Not DE	hatch	0.2859	1591.526607	199.8798895	119.7915238
TCM_03363	0.09276073	0.956010897	Not DE	hatch	0.0552	11.47502855	17.36587525	17.06989408
TCM_03364	0.085657879	0.942380131	Not DE	hatch	0.048	27.40221797	34.61195794	33.51798368
TCM_03365	0.00794633	0.996357127	Not DE	hatch	0.0918	14.91905469	14.77540427	15.12563935
TCM_03366	0.261857744	0.773597367	Not DE	hatch	NA	26.63133922	32.18342102	27.37734429
TCM_03367	0.753260879	0.619818234	Not DE	hatch	NA	16.59489996	12.56422307	7.668879949
TCM_03368	0.233069571	0.786011497	Not DE	hatch	0.2873	39.7921247	49.60382697	42.72090875
TCM_03369	0.476044467	0.685800009	Not DE	hatch	0.001	23.99443077	23.85859302	17.49336195
TCM_03370	0.009326624	0.996586107	Not DE	hatch	NA	66.55017236	140.8798019	142.0071836
TCM_03371	-0.297564269	0.842431568	Not DE	hatch	NA	0.964108391	1.957178535	2.425201718
TCM_03372	0.659420287	0.640034592	Not DE	hatch	0.3739	21.97041616	19.01682239	12.01101636
TCM_03373	0.009592755	0.996357127	Not DE	hatch	0.2757	151.8514868	195.9737036	198.0812568
TCM_03374	0.388534635	0.876582892	Not DE	hatch	NA	0.707425769	0.851869301	0.67795478
TCM_03375	0.000111524	0.999827217	Not DE	hatch	NA	1.324458171	1.409862008	1.458081302
TCM_03376	-0.636850651	0.773597367	Not DE	hatch	NA	0.481666167	0.791526259	1.259966937
TCM_03377	0.657235113	0.633884565	Not DE	hatch	NA	7.518169602	7.101186689	4.677332719
TCM_03378	0.095930718	0.958649396	Not DE	hatch	0.2383	1.915672653	2.547879738	2.3709146
TCM_03379	0.601509503	0.648820196	Not DE	hatch	0.1723	37.52925878	59.80487208	40.306786
TCM_03380	0.380146697	0.725371921	Not DE	hatch	0.1814	25.64661271	24.7587632	19.10777785
TCM_03381	0.095705525	0.924797791	Not DE	hatch	NA	40.86773859	41.61047558	40.00239862
TCM_03382	0.137611846	0.950319955	Not DE	hatch	NA	4.629314442	7.549784631	6.869493013
TCM_03383	-0.051451938	0.982603224	Not DE	hatch	NA	7.297844144	8.932611227	9.19321434
TCM_03384	0.141740007	0.92127079	Not DE	hatch	NA	5.123204076	5.891357732	5.387369754
TCM_03385	0.233635111	0.80661906	Not DE	hatch	0.3136	26.11751675	28.72022023	24.72969869
TCM_03386	0.239451322	0.760695319	Not DE	hatch	0.4391	143.6631709	110.0649045	96.10973822
TCM_03387	-0.004186139	0.998023397	Not DE	hatch	0.001	5.533600352	6.287027228	6.39912472
TCM_03388	-0.211259145	0.944345156	Not DE	hatch	NA	38.56131022	25.9956956	30.56290305
TCM_03389	0.263931933	0.760377845	Not DE	hatch	0.0919	9.0322706	12.20342598	10.53841603
TCM_03390	0.2022381	0.825293935	Not DE	hatch	0.1333	124.0127572	94.61067424	84.621217
TCM_03392	0.860686775	0.715843186	Not DE	hatch	0.001	0.396155404	1.02917527	0.572024746
TCM_03393	0.493570002	0.712636403	Not DE	hatch	0.001	38.89185038	83.54825504	60.82987762
TCM_03394	0.03709541	0.967644328	Not DE	hatch	0.001	93.75715696	85.32030255	84.38570388
